institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::dee82714e635fb2fef5a44f52628eba9,10.25582/data.2021-04.2207955/1956669,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207955/1956669,openaire,10.25582/data.2021-04.2207955/1956669,10.25582/data.2021-04.2207955/1956669,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d61d21e94912b0f14e379ee4d6197a25,10.25582/data.2021-04.2207956/1956189,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207956/1956189,openaire,10.25582/data.2021-04.2207956/1956189,10.25582/data.2021-04.2207956/1956189,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3f14c966518b114e51b001a494dcb016,10.25582/data.2021-04.2207960/1956178,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207960/1956178,openaire,10.25582/data.2021-04.2207960/1956178,10.25582/data.2021-04.2207960/1956178,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9b7b3e431d373911d36b6d3126f4d5d7,10.25582/data.2021-04.2207961/1956158,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207961/1956158,openaire,10.25582/data.2021-04.2207961/1956158,10.25582/data.2021-04.2207961/1956158,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c3ea7c974bc7d708248fb9dfaeee2c36,10.25582/data.2021-04.2207962/1956106,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207962/1956106,openaire,10.25582/data.2021-04.2207962/1956106,10.25582/data.2021-04.2207962/1956106,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::95ea72a2350199b99cd2041b18fd827c,10.25582/data.2021-04.2207963/1957004,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207963/1957004,openaire,10.25582/data.2021-04.2207963/1957004,10.25582/data.2021-04.2207963/1957004,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::dc61f29842b87b6b5eeeb9a6b4e845fc,10.25582/data.2021-04.2207964/1956445,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207964/1956445,openaire,10.25582/data.2021-04.2207964/1956445,10.25582/data.2021-04.2207964/1956445,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3e7f5ba5f90ab8f4b6a5750ec6f84c86,10.25582/data.2021-04.2207967/1955886,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207967/1955886,openaire,10.25582/data.2021-04.2207967/1955886,10.25582/data.2021-04.2207967/1955886,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f7c311058f8e9ef9fc4fedf0d646cbf9,10.25582/data.2021-04.2207968/1956920,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207968/1956920,openaire,10.25582/data.2021-04.2207968/1956920,10.25582/data.2021-04.2207968/1956920,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::cc8fa6ab6326cab4eebb51a523fbc205,10.25582/data.2021-04.2207969/1957138,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207969/1957138,openaire,10.25582/data.2021-04.2207969/1957138,10.25582/data.2021-04.2207969/1957138,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::636db7c987b8fc447948fb4918b552c0,10.25582/data.2021-04.2207971/1956853,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207971/1956853,openaire,10.25582/data.2021-04.2207971/1956853,10.25582/data.2021-04.2207971/1956853,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c1e891022d05435195189235e8e59426,10.25582/data.2021-04.2207973/1956139,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207973/1956139,openaire,10.25582/data.2021-04.2207973/1956139,10.25582/data.2021-04.2207973/1956139,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6afacc9170eaf3aec1b59d549a424af6,10.25582/data.2021-04.2207974/1956775,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207974/1956775,openaire,10.25582/data.2021-04.2207974/1956775,10.25582/data.2021-04.2207974/1956775,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3921366e7b599bd6c98fe3f2da8edcf2,10.25582/data.2021-04.2207975/1956351,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207975/1956351,openaire,10.25582/data.2021-04.2207975/1956351,10.25582/data.2021-04.2207975/1956351,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::73c6730043f978bafcb6e503224b4aa0,10.25582/data.2021-04.2207976/1956936,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207976/1956936,openaire,10.25582/data.2021-04.2207976/1956936,10.25582/data.2021-04.2207976/1956936,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e2b8e45b182852fa1b12dd514b706101,10.25582/data.2021-04.2207978/1957173,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207978/1957173,openaire,10.25582/data.2021-04.2207978/1957173,10.25582/data.2021-04.2207978/1957173,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::cbad102f6b744b7f699a1c36f786e63e,10.25582/data.2021-04.2207979/1957153,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207979/1957153,openaire,10.25582/data.2021-04.2207979/1957153,10.25582/data.2021-04.2207979/1957153,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::fb4462d17b6418aadc219bd178f7a94a,10.25582/data.2021-04.2207980/1956343,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207980/1956343,openaire,10.25582/data.2021-04.2207980/1956343,10.25582/data.2021-04.2207980/1956343,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e2c96c2af08cfd454514a420668f8791,10.25582/data.2021-04.2207983/1956825,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207983/1956825,openaire,10.25582/data.2021-04.2207983/1956825,10.25582/data.2021-04.2207983/1956825,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::566159b56dc7a55a007b4f7310564a4d,10.25582/data.2021-04.2207985/1956523,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207985/1956523,openaire,10.25582/data.2021-04.2207985/1956523,10.25582/data.2021-04.2207985/1956523,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f4ce3a436e9a76ed15d0b67e1762413b,10.25582/data.2021-04.2207988/1957009,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207988/1957009,openaire,10.25582/data.2021-04.2207988/1957009,10.25582/data.2021-04.2207988/1957009,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b05f3f666dc77feaf5de387480099468,10.25582/data.2021-04.2207989/1957157,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207989/1957157,openaire,10.25582/data.2021-04.2207989/1957157,10.25582/data.2021-04.2207989/1957157,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ae6d59e7c2c41c15c6216c192b156dcd,10.25582/data.2021-04.2207990/1956630,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207990/1956630,openaire,10.25582/data.2021-04.2207990/1956630,10.25582/data.2021-04.2207990/1956630,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::76d95f92ace857d05572db991128375f,10.25582/data.2021-04.2207991/1957025,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207991/1957025,openaire,10.25582/data.2021-04.2207991/1957025,10.25582/data.2021-04.2207991/1957025,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5a890de14e9b640f87a79c2d981c71bb,10.25582/data.2021-04.2207992/1956325,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207992/1956325,openaire,10.25582/data.2021-04.2207992/1956325,10.25582/data.2021-04.2207992/1956325,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8f72b951d2de0e20192d257793f8458a,10.25582/data.2021-04.2207994/1957054,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207994/1957054,openaire,10.25582/data.2021-04.2207994/1957054,10.25582/data.2021-04.2207994/1957054,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3d8b741490ea4f028872fc10f3079e4d,10.25582/data.2021-04.2207995/1957081,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207995/1957081,openaire,10.25582/data.2021-04.2207995/1957081,10.25582/data.2021-04.2207995/1957081,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::65affb3974f7253630677c2b3da90f82,10.25582/data.2021-04.2207996/1957100,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207996/1957100,openaire,10.25582/data.2021-04.2207996/1957100,10.25582/data.2021-04.2207996/1957100,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::41ec9683b99203117ee0eb7cac2ccda7,10.25582/data.2021-04.2207997/1956294,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2207997/1956294,openaire,10.25582/data.2021-04.2207997/1956294,10.25582/data.2021-04.2207997/1956294,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9c1a82208c4620ba096e183e7e7c4956,10.25582/data.2021-04.2208000/1956264,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208000/1956264,openaire,10.25582/data.2021-04.2208000/1956264,10.25582/data.2021-04.2208000/1956264,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9ec290074e603a87403fd565d5c9a2ba,10.25582/data.2021-04.2208001/1956146,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208001/1956146,openaire,10.25582/data.2021-04.2208001/1956146,10.25582/data.2021-04.2208001/1956146,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::732376d0b0786a7a9a6d324752be8e29,10.25582/data.2021-04.2208002/1956252,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208002/1956252,openaire,10.25582/data.2021-04.2208002/1956252,10.25582/data.2021-04.2208002/1956252,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ccd4821bf7a89eeaf67a50d24ebbd37a,10.25582/data.2021-04.2208010/1956582,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208010/1956582,openaire,10.25582/data.2021-04.2208010/1956582,10.25582/data.2021-04.2208010/1956582,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5ede768afe8ac4b35792ce985525a096,10.25582/data.2021-04.2208022/1956699,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208022/1956699,openaire,10.25582/data.2021-04.2208022/1956699,10.25582/data.2021-04.2208022/1956699,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::63e3aa9e0bfeb8d37e3246237ce2ce75,10.25582/data.2021-04.2208023/1956439,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208023/1956439,openaire,10.25582/data.2021-04.2208023/1956439,10.25582/data.2021-04.2208023/1956439,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e4a61dfdb0fd0cfee60e278214dd32f6,10.25582/data.2021-04.2208035/1956727,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208035/1956727,openaire,10.25582/data.2021-04.2208035/1956727,10.25582/data.2021-04.2208035/1956727,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a48aabe1cf9fba2835614b6105623d21,10.25582/data.2021-04.2208052/1957114,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208052/1957114,openaire,10.25582/data.2021-04.2208052/1957114,10.25582/data.2021-04.2208052/1957114,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::707cc4f3053093ad39feab574af64732,10.25582/data.2021-04.2208063/1957139,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208063/1957139,openaire,10.25582/data.2021-04.2208063/1957139,10.25582/data.2021-04.2208063/1957139,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6bf5ba48410c7f021741a81b907be08b,10.25582/data.2021-04.2208064/1956824,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208064/1956824,openaire,10.25582/data.2021-04.2208064/1956824,10.25582/data.2021-04.2208064/1956824,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e1876138d308c44589dcc02fecb7c1e0,10.25582/data.2021-04.2208065/1956297,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208065/1956297,openaire,10.25582/data.2021-04.2208065/1956297,10.25582/data.2021-04.2208065/1956297,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::464a87ec907529f879fd573d38617fab,10.25582/data.2021-04.2208068/1956894,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208068/1956894,openaire,10.25582/data.2021-04.2208068/1956894,10.25582/data.2021-04.2208068/1956894,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ba8e972d7d842bd0cb245c7e6c1294d5,10.25582/data.2021-04.2208069/1956249,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208069/1956249,openaire,10.25582/data.2021-04.2208069/1956249,10.25582/data.2021-04.2208069/1956249,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::79ca33f99e179ebb317a42d84a9461f9,10.25582/data.2021-04.2208070/1956108,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208070/1956108,openaire,10.25582/data.2021-04.2208070/1956108,10.25582/data.2021-04.2208070/1956108,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::44dd4e9ec924230812e5068709853225,10.25582/data.2021-04.2208071/1956260,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208071/1956260,openaire,10.25582/data.2021-04.2208071/1956260,10.25582/data.2021-04.2208071/1956260,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5049b4557bf316b3efd12e73eebdc298,10.25582/data.2021-04.2208075/1956730,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208075/1956730,openaire,10.25582/data.2021-04.2208075/1956730,10.25582/data.2021-04.2208075/1956730,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5fe31cac350d64d5dd37571999478fb5,10.25582/data.2021-04.2208076/1956807,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208076/1956807,openaire,10.25582/data.2021-04.2208076/1956807,10.25582/data.2021-04.2208076/1956807,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::51096d5369477fd3d27c380f061f29bc,10.25582/data.2021-04.2208077/1957104,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208077/1957104,openaire,10.25582/data.2021-04.2208077/1957104,10.25582/data.2021-04.2208077/1957104,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::39527f4e0f2f77f84ddf171a262b282c,10.25582/data.2021-04.2208079/1957103,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208079/1957103,openaire,10.25582/data.2021-04.2208079/1957103,10.25582/data.2021-04.2208079/1957103,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::432bf00332f5b9e1a80abb725199f088,10.25582/data.2021-04.2208080/1956268,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208080/1956268,openaire,10.25582/data.2021-04.2208080/1956268,10.25582/data.2021-04.2208080/1956268,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::37836edcfe1e57999fbc4fef276be1df,10.25582/data.2021-04.2208089/1955873,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208089/1955873,openaire,10.25582/data.2021-04.2208089/1955873,10.25582/data.2021-04.2208089/1955873,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::78c41f17100e99111a1ec205092d3eb4,10.25582/data.2021-04.2208091/1956753,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208091/1956753,openaire,10.25582/data.2021-04.2208091/1956753,10.25582/data.2021-04.2208091/1956753,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ecc3fbc3ee9ba6073ca5dddc659f372e,10.25582/data.2021-04.2208092/1957180,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208092/1957180,openaire,10.25582/data.2021-04.2208092/1957180,10.25582/data.2021-04.2208092/1957180,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e5e48ce8189e2c108094d921d3e46e86,10.25582/data.2021-04.2208093/1956773,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208093/1956773,openaire,10.25582/data.2021-04.2208093/1956773,10.25582/data.2021-04.2208093/1956773,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::4066fc88fee3d2962e68623df88d83d4,10.25582/data.2021-04.2208096/1956315,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208096/1956315,openaire,10.25582/data.2021-04.2208096/1956315,10.25582/data.2021-04.2208096/1956315,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::35977b4b69be08560ab26367c9002f56,10.25582/data.2021-04.2208097/1956195,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208097/1956195,openaire,10.25582/data.2021-04.2208097/1956195,10.25582/data.2021-04.2208097/1956195,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7e41350c151198b63c84c0e1fa61e97f,10.25582/data.2021-04.2208098/1956483,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208098/1956483,openaire,10.25582/data.2021-04.2208098/1956483,10.25582/data.2021-04.2208098/1956483,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ddbc89e2ebc994cbbf3eaff5048e5a5c,10.25582/data.2021-04.2208099/1956921,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208099/1956921,openaire,10.25582/data.2021-04.2208099/1956921,10.25582/data.2021-04.2208099/1956921,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::393151a342315a2879300ef420409bee,10.25582/data.2021-04.2208101/1956237,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208101/1956237,openaire,10.25582/data.2021-04.2208101/1956237,10.25582/data.2021-04.2208101/1956237,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9e6e729105f24598ec0122d5385b77a0,10.25582/data.2021-04.2208102/1955893,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208102/1955893,openaire,10.25582/data.2021-04.2208102/1955893,10.25582/data.2021-04.2208102/1955893,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::dbfa5b50ae787fccffbefd74faa3b3c0,10.25582/data.2021-04.2208109/1956217,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208109/1956217,openaire,10.25582/data.2021-04.2208109/1956217,10.25582/data.2021-04.2208109/1956217,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::eecf8756195964edfca26e49447278ad,10.25582/data.2021-04.2208110/1956410,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208110/1956410,openaire,10.25582/data.2021-04.2208110/1956410,10.25582/data.2021-04.2208110/1956410,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::641240bef1a058ef1c74d2eab5b2d7d2,10.25582/data.2021-04.2208125/1956777,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208125/1956777,openaire,10.25582/data.2021-04.2208125/1956777,10.25582/data.2021-04.2208125/1956777,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6c60b2da38cf010e9eae419787d08256,10.25582/data.2021-04.2208137/1956154,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208137/1956154,openaire,10.25582/data.2021-04.2208137/1956154,10.25582/data.2021-04.2208137/1956154,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::eeb92bf52dc6be70330e1a3021e977fd,10.25582/data.2021-04.2208141/1956711,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208141/1956711,openaire,10.25582/data.2021-04.2208141/1956711,10.25582/data.2021-04.2208141/1956711,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::880b2ac5dd4c03ba04aa6fe4cb774463,10.25582/data.2021-04.2208142/1956261,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208142/1956261,openaire,10.25582/data.2021-04.2208142/1956261,10.25582/data.2021-04.2208142/1956261,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b25df8de3654b4516ef63ed5e19773ed,10.25582/data.2021-04.2208143/1956891,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208143/1956891,openaire,10.25582/data.2021-04.2208143/1956891,10.25582/data.2021-04.2208143/1956891,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9459a7a09669a762b1ed5d534277d50c,10.25582/data.2021-04.2208144/1956105,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208144/1956105,openaire,10.25582/data.2021-04.2208144/1956105,10.25582/data.2021-04.2208144/1956105,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::faac4e1220693b03852451ff63de35e7,10.25582/data.2021-04.2208145/1957048,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208145/1957048,openaire,10.25582/data.2021-04.2208145/1957048,10.25582/data.2021-04.2208145/1957048,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b8942ed67f00ed35b7ecf7ca7dd5f399,10.25582/data.2021-04.2208152/1957008,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208152/1957008,openaire,10.25582/data.2021-04.2208152/1957008,10.25582/data.2021-04.2208152/1957008,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a673269863da7160fa47ec23533ce064,10.25582/data.2021-04.2208159/1956712,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208159/1956712,openaire,10.25582/data.2021-04.2208159/1956712,10.25582/data.2021-04.2208159/1956712,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d0a73a06938affb6c1a4a2e1259bf89d,10.25582/data.2021-04.2208162/1956916,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208162/1956916,openaire,10.25582/data.2021-04.2208162/1956916,10.25582/data.2021-04.2208162/1956916,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b8f8ae0c677c174ecdaf5b74f3b34b70,10.25582/data.2021-04.2208163/1957140,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208163/1957140,openaire,10.25582/data.2021-04.2208163/1957140,10.25582/data.2021-04.2208163/1957140,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e9a6e36ee3f16b8471667b6208b9986c,10.25582/data.2021-04.2208175/1957092,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208175/1957092,openaire,10.25582/data.2021-04.2208175/1957092,10.25582/data.2021-04.2208175/1957092,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6caffa890856284459035b441d033931,10.25582/data.2021-04.2208176/1956854,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208176/1956854,openaire,10.25582/data.2021-04.2208176/1956854,10.25582/data.2021-04.2208176/1956854,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::47a2119672956bc1dd3a61328adfa2cb,10.25582/data.2021-04.2208190/1956688,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208190/1956688,openaire,10.25582/data.2021-04.2208190/1956688,10.25582/data.2021-04.2208190/1956688,no_cz_ror_match_in_datacite
