institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,9,,Houben,"Houben, Lothar",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,7,,Kundrat,"Kundrat, Vojtech",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,4,,Luxa,"Luxa, Jan",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,6,,Mazanek,"Mazanek, Vlastimil",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,1,,Oliveira,"Oliveira, Filipa M.",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,3,,Sofer,"Sofer, Zdenek",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FEI,Thermo Fisher Scientific (Czechia),https://ror.org/029vq3n45,doi_dedup___::40caf8a598ea011a8122ee9956be74b9,10.5281/zenodo.14882040,2,,Wu,"Wu, BIng",,"doi:10.5281/zenodo.13899198, doi:10.5281/zenodo.14882040",openaire,10.5281/zenodo.14882040,10.5281/zenodo.14882040,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::3dd7bb5d5f33e16c37338bf77772de1a,10.5281/zenodo.15138905,2,,Abdel-Dayem,"Abdel-Dayem, Mahmoud S.",,"doi:10.5281/zenodo.15138904, doi:10.5281/zenodo.15138905",openaire,10.5281/zenodo.15138905,10.5281/zenodo.15138905,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::3dd7bb5d5f33e16c37338bf77772de1a,10.5281/zenodo.15138905,3,,Aldhafer,"Aldhafer, Hathal M.",,"doi:10.5281/zenodo.15138904, doi:10.5281/zenodo.15138905",openaire,10.5281/zenodo.15138905,10.5281/zenodo.15138905,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::07769b5a2af6f2d2c2ae65efe32a231b,10.5281/zenodo.8163419,2,,Atkinson Thomas,Atkinson Thomas,,"doi:10.5281/zenodo.10927845, doi:10.5281/zenodo.8163418, doi:10.5281/zenodo.8163419",openaire,10.5281/zenodo.8163419,10.5281/zenodo.8163419,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::3dd7bb5d5f33e16c37338bf77772de1a,10.5281/zenodo.15138905,1,,Hava,"Hava, Jiri",,"doi:10.5281/zenodo.15138904, doi:10.5281/zenodo.15138905",openaire,10.5281/zenodo.15138905,10.5281/zenodo.15138905,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::07769b5a2af6f2d2c2ae65efe32a231b,10.5281/zenodo.8163419,5,,Havill Nathan,Havill Nathan,,"doi:10.5281/zenodo.10927845, doi:10.5281/zenodo.8163418, doi:10.5281/zenodo.8163419",openaire,10.5281/zenodo.8163419,10.5281/zenodo.8163419,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_________::006a458c7711524160021df881542a3c,10.5281/zenodo.7852428,1,,,Kateřina Neudertová Hellebrandová,,doi:10.5281/zenodo.7852428,openaire,10.5281/zenodo.7852428,10.5281/zenodo.7852428,no_cz_ror_match_in_datacite
FGMRI,Forestry and Game Management Research Institute,https://ror.org/034cj1z12,doi_dedup___::a63ec95be7f6b7ef64ef78ca19d442c4,10.5281/zenodo.8233354,1,,Kateřina Neudertová Hellebrandová,Kateřina Neudertová Hellebrandová,,"doi:10.5281/zenodo.10608814, doi:10.5281/zenodo.7852427, doi:10.5281/zenodo.8233354",openaire,10.5281/zenodo.8233354,10.5281/zenodo.8233354,no_cz_ror_match_in_datacite
